"table_name"	"column_name"	"data_type"	"character_maximum_length"	"numeric_precision"	"is_nullable"	"column_default"	"ordinal_position"
"project_system_details"	"mp7_tilt_mount_azimuth"	"integer"		32	"YES"		415
"project_system_details"	"mp7_tilt_mount_pitch"	"integer"		32	"YES"		416
"project_system_details"	"mp8_roof_type"	"text"			"YES"		417
"project_system_details"	"mp8_stories"	"integer"		32	"YES"		418
"project_system_details"	"mp8_pitch"	"integer"		32	"YES"		419
"project_system_details"	"mp8_azimuth"	"integer"		32	"YES"		420
"project_system_details"	"mp8_tilt_mount_azimuth"	"integer"		32	"YES"		421
"project_system_details"	"mp8_tilt_mount_pitch"	"integer"		32	"YES"		422
"project_system_details"	"mp9_roof_type"	"text"			"YES"		423
"project_system_details"	"mp9_stories"	"integer"		32	"YES"		424
"project_system_details"	"mp9_pitch"	"integer"		32	"YES"		425
"project_system_details"	"mp9_azimuth"	"integer"		32	"YES"		426
"project_system_details"	"mp9_tilt_mount_azimuth"	"integer"		32	"YES"		427
"project_system_details"	"mp9_tilt_mount_pitch"	"integer"		32	"YES"		428
"project_system_details"	"mp10_roof_type"	"text"			"YES"		429
"project_system_details"	"mp10_stories"	"integer"		32	"YES"		430
"project_system_details"	"mp10_pitch"	"integer"		32	"YES"		431
"project_system_details"	"mp10_azimuth"	"integer"		32	"YES"		432
"project_system_details"	"mp10_tilt_mount_azimuth"	"integer"		32	"YES"		433
"project_system_details"	"mp10_tilt_mount_pitch"	"integer"		32	"YES"		434
"project_system_details"	"sys1_ap_hoy_wire_gauge"	"text"			"YES"		435
"project_system_details"	"sys1_ap_hoy_breaker_size"	"text"			"YES"		436
"project_system_details"	"sys2_ap_hoy_wire_gauge"	"text"			"YES"		437
"project_system_details"	"sys2_ap_hoy_breaker_size"	"text"			"YES"		438
"project_system_details"	"sys3_ap_hoy_wire_gauge"	"text"			"YES"		439
"project_system_details"	"sys3_ap_hoy_breaker_size"	"text"			"YES"		440
"project_system_details"	"sys4_ap_hoy_wire_gauge"	"text"			"YES"		441
"project_system_details"	"sys4_ap_hoy_breaker_size"	"text"			"YES"		442
"project_system_details"	"bsp_backup_feeder_location"	"text"			"YES"		443
"project_system_details"	"spb_subpanel_b_feeder_location"	"text"			"YES"		444
"project_system_details"	"mpa_bus_bar_existing"	"boolean"			"YES"		445
"project_system_details"	"mpa_main_circuit_breaker_existing"	"boolean"			"YES"		446
"project_system_details"	"mpa_mainpanela_acunit_amps"	"text"			"YES"		447
"project_system_details"	"mpa_mainpanela_furnace_amps"	"text"			"YES"		448
"project_system_details"	"bsp_backupload_mcbexisting"	"boolean"			"YES"		449
"project_system_details"	"spb_subpanelb_mcbexisting"	"boolean"			"YES"		450
"project_system_details"	"ele_utility_meter_behind_fence"	"boolean"			"YES"		451
"project_system_details"	"ele_combine_positions"	"text"			"YES"		452
"project_system_details"	"precombine_1_1_equipment_type"	"text"			"YES"		453
"project_system_details"	"precombine_1_1_existing"	"boolean"			"YES"		454
"project_system_details"	"precombine_1_1_make"	"text"			"YES"		455
"project_system_details"	"precombine_1_1_model"	"text"			"YES"		456
"project_system_details"	"precombine_1_1_equipment_master_id"	"uuid"			"YES"		457
"project_system_details"	"precombine_2_1_equipment_type"	"text"			"YES"		458
"project_system_details"	"precombine_2_1_existing"	"boolean"			"YES"		459
"project_system_details"	"precombine_2_1_make"	"text"			"YES"		460
"project_system_details"	"precombine_2_1_model"	"text"			"YES"		461
"project_system_details"	"precombine_2_1_equipment_master_id"	"uuid"			"YES"		462
"project_system_details"	"precombine_3_1_equipment_type"	"text"			"YES"		463
"project_system_details"	"precombine_3_1_existing"	"boolean"			"YES"		464
"project_system_details"	"precombine_3_1_make"	"text"			"YES"		465
"project_system_details"	"precombine_3_1_model"	"text"			"YES"		466
"project_system_details"	"precombine_3_1_equipment_master_id"	"uuid"			"YES"		467
"project_system_details"	"postcombine_1_1_equipment_type"	"text"			"YES"		468
"project_system_details"	"postcombine_1_1_existing"	"boolean"			"YES"		469
"project_system_details"	"postcombine_1_1_make"	"text"			"YES"		470
"project_system_details"	"postcombine_1_1_model"	"text"			"YES"		471
"project_system_details"	"postcombine_1_1_equipment_master_id"	"uuid"			"YES"		472
"project_system_details"	"postcombine_2_1_equipment_type"	"text"			"YES"		473
"project_system_details"	"postcombine_2_1_existing"	"boolean"			"YES"		474
"project_system_details"	"postcombine_2_1_make"	"text"			"YES"		475
"project_system_details"	"postcombine_2_1_model"	"text"			"YES"		476
"project_system_details"	"postcombine_2_1_equipment_master_id"	"uuid"			"YES"		477
"project_system_details"	"postcombine_3_1_equipment_type"	"text"			"YES"		478
"project_system_details"	"postcombine_3_1_existing"	"boolean"			"YES"		479
"project_system_details"	"postcombine_3_1_make"	"text"			"YES"		480
"project_system_details"	"postcombine_3_1_model"	"text"			"YES"		481
"project_system_details"	"postcombine_3_1_equipment_master_id"	"uuid"			"YES"		482
"project_system_details"	"precombine_1_2_equipment_type"	"text"			"YES"		483
"project_system_details"	"precombine_1_2_existing"	"boolean"			"YES"		484
"project_system_details"	"precombine_1_2_make"	"text"			"YES"		485
"project_system_details"	"precombine_1_2_model"	"text"			"YES"		486
"project_system_details"	"precombine_1_2_equipment_master_id"	"uuid"			"YES"		487
"project_system_details"	"precombine_2_2_equipment_type"	"text"			"YES"		488
"project_system_details"	"precombine_2_2_existing"	"boolean"			"YES"		489
"project_system_details"	"precombine_2_2_make"	"text"			"YES"		490
"project_system_details"	"precombine_2_2_model"	"text"			"YES"		491
"project_system_details"	"precombine_2_2_equipment_master_id"	"uuid"			"YES"		492
"project_system_details"	"precombine_3_2_equipment_type"	"text"			"YES"		493
"project_system_details"	"precombine_3_2_existing"	"boolean"			"YES"		494
"project_system_details"	"precombine_3_2_make"	"text"			"YES"		495
"project_system_details"	"precombine_3_2_model"	"text"			"YES"		496
"project_system_details"	"precombine_3_2_equipment_master_id"	"uuid"			"YES"		497
"project_system_details"	"postcombine_1_2_equipment_type"	"text"			"YES"		498
"project_system_details"	"postcombine_1_2_existing"	"boolean"			"YES"		499
"project_system_details"	"postcombine_1_2_make"	"text"			"YES"		500
"project_system_details"	"postcombine_1_2_model"	"text"			"YES"		501
"project_system_details"	"postcombine_1_2_equipment_master_id"	"uuid"			"YES"		502
"project_system_details"	"postcombine_2_2_equipment_type"	"text"			"YES"		503
"project_system_details"	"postcombine_2_2_existing"	"boolean"			"YES"		504
"project_system_details"	"postcombine_2_2_make"	"text"			"YES"		505
"project_system_details"	"postcombine_2_2_model"	"text"			"YES"		506
"project_system_details"	"postcombine_2_2_equipment_master_id"	"uuid"			"YES"		507
"project_system_details"	"postcombine_3_2_equipment_type"	"text"			"YES"		508
"project_system_details"	"postcombine_3_2_existing"	"boolean"			"YES"		509
"project_system_details"	"postcombine_3_2_make"	"text"			"YES"		510
"project_system_details"	"postcombine_3_2_model"	"text"			"YES"		511
"project_system_details"	"postcombine_3_2_equipment_master_id"	"uuid"			"YES"		512
"project_system_details"	"precombine_1_3_equipment_type"	"text"			"YES"		513
"project_system_details"	"precombine_1_3_existing"	"boolean"			"YES"		514
"project_system_details"	"precombine_1_3_make"	"text"			"YES"		515
"project_system_details"	"precombine_1_3_model"	"text"			"YES"		516
"project_system_details"	"precombine_1_3_equipment_master_id"	"uuid"			"YES"		517
"project_system_details"	"precombine_2_3_equipment_type"	"text"			"YES"		518
"project_system_details"	"precombine_2_3_existing"	"boolean"			"YES"		519
"project_system_details"	"precombine_2_3_make"	"text"			"YES"		520
"project_system_details"	"precombine_2_3_model"	"text"			"YES"		521
"project_system_details"	"precombine_2_3_equipment_master_id"	"uuid"			"YES"		522
"project_system_details"	"precombine_3_3_equipment_type"	"text"			"YES"		523
"project_system_details"	"precombine_3_3_existing"	"boolean"			"YES"		524
"project_system_details"	"precombine_3_3_make"	"text"			"YES"		525
"project_system_details"	"precombine_3_3_model"	"text"			"YES"		526
"project_system_details"	"precombine_3_3_equipment_master_id"	"uuid"			"YES"		527
"project_system_details"	"postcombine_1_3_equipment_type"	"text"			"YES"		528
"project_system_details"	"postcombine_1_3_existing"	"boolean"			"YES"		529
"project_system_details"	"postcombine_1_3_make"	"text"			"YES"		530
"project_system_details"	"postcombine_1_3_model"	"text"			"YES"		531
"project_system_details"	"postcombine_1_3_equipment_master_id"	"uuid"			"YES"		532
"project_system_details"	"postcombine_2_3_equipment_type"	"text"			"YES"		533
"project_system_details"	"postcombine_2_3_existing"	"boolean"			"YES"		534
"project_system_details"	"postcombine_2_3_make"	"text"			"YES"		535
"project_system_details"	"postcombine_2_3_model"	"text"			"YES"		536
"project_system_details"	"postcombine_2_3_equipment_master_id"	"uuid"			"YES"		537
"project_system_details"	"postcombine_3_3_equipment_type"	"text"			"YES"		538
"project_system_details"	"postcombine_3_3_existing"	"boolean"			"YES"		539
"project_system_details"	"postcombine_3_3_make"	"text"			"YES"		540
"project_system_details"	"postcombine_3_3_model"	"text"			"YES"		541
"project_system_details"	"postcombine_3_3_equipment_master_id"	"uuid"			"YES"		542
"project_system_details"	"sys1_system_combiner_panel1_mlo"	"text"			"YES"		543
"project_system_details"	"sys2_system_combiner_panel2_mlo"	"text"			"YES"		544
"project_system_details"	"sys3_system_combiner_panel3_mlo"	"text"			"YES"		545
"project_system_details"	"sys4_system_combiner_panel4_mlo"	"text"			"YES"		546
"project_system_details"	"utility_service_amps"	"text"			"YES"		547
"project_system_details"	"roof_sq_ft"	"integer"		32	"YES"		548
"project_system_details"	"roof_a_panel_count"	"integer"		32	"YES"		549
"project_system_details"	"roof_b_panel_count"	"integer"		32	"YES"		550
"project_system_details"	"mpa_tie_in_breaker_existing"	"boolean"			"YES"		551
"project_system_details"	"mpa_tie_in_breaker_rating"	"text"			"YES"		552
"project_system_details"	"panel_count_mp1"	"integer"		32	"YES"		553
"project_system_details"	"panel_count_mp2"	"integer"		32	"YES"		554
"project_system_details"	"panel_count_mp3"	"integer"		32	"YES"		555
"project_system_details"	"panel_count_mp4"	"integer"		32	"YES"		556
"project_system_details"	"panel_count_mp5"	"integer"		32	"YES"		557
"project_system_details"	"panel_count_mp6"	"integer"		32	"YES"		558
"project_system_details"	"panel_count_mp7"	"integer"		32	"YES"		559
"project_system_details"	"panel_count_mp8"	"integer"		32	"YES"		560
"project_system_details"	"panel_count_mp9"	"integer"		32	"YES"		561
"project_system_details"	"panel_count_mp10"	"integer"		32	"YES"		562
"project_system_details"	"ground_size_sys1"	"text"			"YES"		563
"project_system_details"	"ground_size_sys2"	"text"			"YES"		564
"project_system_details"	"ground_size_pos3"	"text"			"YES"		565
"project_system_details"	"ground_size_pos4"	"text"			"YES"		566
"project_system_details"	"tap_interior_exterior"	"text"			"YES"		567
"project_system_details"	"sys1_sms_pv_1_input"	"text"			"YES"		568
"project_system_details"	"sys1_sms1_pv_2_input"	"text"			"YES"		569
"project_system_details"	"sys1_sms_pv_3_input"	"text"			"YES"		570
"project_system_details"	"sys1_sms_ess_1_input"	"text"			"YES"		571
"project_system_details"	"sys1_sms1_ess_2_input"	"text"			"YES"		572
"project_system_details"	"sys1_sms_backup_load_sub_panel_input"	"text"			"YES"		573
"project_system_details"	"sys1_sms_rsd_input"	"text"			"YES"		574
"project_system_details"	"sys1_sms_1gen_1_input"	"text"			"YES"		575
"project_system_details"	"sys1_backup_sp_tie_in_breaker_location"	"text"			"YES"		576
"project_system_details"	"subpanelb_small_appliances"	"text"			"YES"		577
"project_system_details"	"subpanelb_air_conditioning_amps"	"text"			"YES"		578
"project_system_details"	"subpanelb_furnace_amps"	"text"			"YES"		579
"project_system_details"	"rooftypea_rafter_truss"	"text"			"YES"		580
"project_system_details"	"rooftypeb_rafter_truss"	"text"			"YES"		581
"project_system_details"	"sys1_combinerpanel_bus_rating"	"text"			"YES"		582
"project_system_details"	"sys2_combiner_panel_bus_rating"	"text"			"YES"		583
"project_system_details"	"sys2_backup_load_sub_panel_make"	"text"			"YES"		584
"project_system_details"	"sys2_backup_load_sub_panel_model"	"text"			"YES"		585
"project_system_details"	"sys2_backuploadsubpanel_id"	"uuid"			"YES"		586
"project_system_details"	"sys2_backuploadsubpanel_bus_new_existing"	"boolean"			"YES"		587
"project_system_details"	"sys2_backuploadsubpanel_bus_rating"	"text"			"YES"		588
"project_system_details"	"sys2_backuploadsubpanel_mcb_new_existing"	"boolean"			"YES"		589
"project_system_details"	"sys2_backuploadpanel_mcb_rating"	"text"			"YES"		590
"project_system_details"	"sys2_backuploadsubpanel_tie_in_breaker_rating"	"text"			"YES"		591
"project_system_details"	"sys2_backuploadsubpanel_tie_in_breaker_location"	"text"			"YES"		592
"project_system_details"	"sys2_battery_combiner_panel_make"	"text"			"YES"		593
"project_system_details"	"sys2_battery_combiner_panel_model"	"text"			"YES"		594
"project_system_details"	"sys2_batterycombinerpanel_id"	"uuid"			"YES"		595
"project_system_details"	"sys2_batterycombinerpanel_bus_new_existing"	"boolean"			"YES"		596
"project_system_details"	"sys2_batterycombinerpanel_bus_rating"	"text"			"YES"		597
"project_system_details"	"sys2_batterycombinerpanel_mcb_new_existing"	"boolean"			"YES"		598
"project_system_details"	"sys2_batterycombinerpanel_mcb_rating"	"text"			"YES"		599
"project_system_details"	"sys2_batterycombinerpanel_tie_in_breaker_rating"	"text"			"YES"		600
"project_system_details"	"sys2_batterycombinerpanel_tie_in_breaker_location"	"text"			"YES"		601
"project_system_details"	"sys2_pv_1_input"	"text"			"YES"		602
"project_system_details"	"sys2_pv_2_input"	"text"			"YES"		603
"project_system_details"	"sys2_pv_3_input"	"text"			"YES"		604
"project_system_details"	"sys2_ess_1_input"	"text"			"YES"		605
"project_system_details"	"sys2_ess_2_input"	"text"			"YES"		606
"project_system_details"	"sys2_backup_load_sub_panel_input"	"text"			"YES"		607
"project_system_details"	"sys2_rsd_input"	"text"			"YES"		608
"project_system_details"	"sys2_gen_1_input"	"text"			"YES"		609
"project_system_details"	"sys2_pv1_overwrite"	"boolean"			"YES"		610
"project_system_details"	"sys2_pv2_overwrite"	"boolean"			"YES"		611
"project_system_details"	"sys2_pv3_overwrite"	"boolean"			"YES"		612
"project_system_details"	"sys2_ess1_overwrite"	"boolean"			"YES"		613
"project_system_details"	"sys2_ess2_overwrite"	"boolean"			"YES"		614
"project_system_details"	"sys2_backloadtype1"	"text"			"YES"		615
"project_system_details"	"sys2_backloadtype2"	"text"			"YES"		616
"project_system_details"	"sys2_backloadtype3"	"text"			"YES"		617
"project_system_details"	"sys2_backloadtype4"	"text"			"YES"		618
"project_system_details"	"sys2_backloadtype5"	"text"			"YES"		619
"project_system_details"	"sys2_backloadtype6"	"text"			"YES"		620
"project_system_details"	"sys2_backloadtype7"	"text"			"YES"		621
"project_system_details"	"sys2_backloadtype8"	"text"			"YES"		622
"project_system_details"	"sys2_backloadtype9"	"text"			"YES"		623
"project_system_details"	"sys2_backloadtype10"	"text"			"YES"		624
"project_system_details"	"sys2_backloadtype11"	"text"			"YES"		625
"project_system_details"	"sys2_backloadtype12"	"text"			"YES"		626
"project_system_details"	"sys2_backloadtype13"	"text"			"YES"		627
"project_system_details"	"sys2_backloadtype14"	"text"			"YES"		628
"project_system_details"	"sys2_backloadtype15"	"text"			"YES"		629
"project_system_details"	"sys2_backloadtype16"	"text"			"YES"		630
"project_system_details"	"sys2_backloadtype17"	"text"			"YES"		631
"project_system_details"	"sys2_backloadtype18"	"text"			"YES"		632
"project_system_details"	"sys2_backloadtype19"	"text"			"YES"		633
"project_system_details"	"sys2_backloadtype20"	"text"			"YES"		634
"project_system_details"	"sys2_backup_load_rating_1"	"text"			"YES"		635
"project_system_details"	"sys2_backup_load_rating_2"	"text"			"YES"		636
"project_system_details"	"sys2_backup_load_rating_3"	"text"			"YES"		637
"project_system_details"	"sys2_backup_load_rating_4"	"text"			"YES"		638
"project_system_details"	"sys2_backup_load_rating_5"	"text"			"YES"		639
"project_system_details"	"sys2_backup_load_rating_6"	"text"			"YES"		640
"project_system_details"	"sys2_backup_load_rating_7"	"text"			"YES"		641
"project_system_details"	"sys2_backup_load_rating_8"	"text"			"YES"		642
"project_system_details"	"sys2_backup_load_rating_9"	"text"			"YES"		643
"project_system_details"	"sys2_backup_load_rating_10"	"text"			"YES"		644
"project_system_details"	"sys2_backup_load_rating_11"	"text"			"YES"		645
"project_system_details"	"sys2_backup_load_rating_12"	"text"			"YES"		646
"project_system_details"	"sys2_backup_load_rating_13"	"text"			"YES"		647
"project_system_details"	"sys2_backup_load_rating_14"	"text"			"YES"		648
"project_system_details"	"sys2_backup_load_rating_15"	"text"			"YES"		649
"project_system_details"	"sys2_backup_load_rating_16"	"text"			"YES"		650
"project_system_details"	"sys2_backup_load_rating_17"	"text"			"YES"		651
"project_system_details"	"sys2_backup_load_rating_18"	"text"			"YES"		652
"project_system_details"	"sys2_backup_load_rating_19"	"text"			"YES"		653
"project_system_details"	"sys2_backup_load_rating_20"	"text"			"YES"		654
"project_system_details"	"bos1c_amp_rating"	"text"			"YES"		655
"project_system_details"	"bos1d_amp_rating"	"text"			"YES"		656
"project_system_details"	"bos1e_amp_rating"	"text"			"YES"		657
"project_system_details"	"bos1f_amp_rating"	"text"			"YES"		658
"project_system_details"	"bos2c_amp_rating"	"text"			"YES"		659
"project_system_details"	"bos2d_amp_rating"	"text"			"YES"		660
"project_system_details"	"bos2e_amp_rating"	"text"			"YES"		661
"project_system_details"	"bos2f_amp_rating"	"text"			"YES"		662
"project_system_details"	"mount_type_a"	"text"			"YES"		663
"project_system_details"	"mount_type_b"	"text"			"YES"		664
"project_system_details"	"sys1_pcs_settings"	"boolean"			"YES"		665
"project_system_details"	"pos_2_pcs_settings"	"text"			"YES"		666
"project_system_details"	"house_stories"	"integer"		32	"YES"		667
"project_system_details"	"system_combiner_panel_1_make"	"text"			"YES"		668
"project_system_details"	"system_combiner_panel_1_model"	"text"			"YES"		669
"project_system_details"	"system_combiner1_id"	"uuid"			"YES"		670
"project_system_details"	"system_combiner_panel_1_amp_rating"	"text"			"YES"		671
"project_system_details"	"breaker_rating"	"text"			"YES"		672
"project_system_details"	"system_combiner_panel_2_make"	"text"			"YES"		673
"project_system_details"	"system_combiner_panel_2_model"	"text"			"YES"		674
"project_system_details"	"system_combiner2_id"	"uuid"			"YES"		675
"project_system_details"	"system_combiner_panel_2_amp_rating"	"text"			"YES"		676
"project_system_details"	"created_by"	"integer"		32	"YES"		677
"project_system_details"	"sys1_selectedsystem"	"text"			"YES"		678
"project_system_details"	"sys2_selectedsystem"	"text"			"YES"		679
"project_system_details"	"sys3_selectedsystem"	"text"			"YES"		680
"project_system_details"	"sys4_selectedsystem"	"text"			"YES"		681
"project_system_details"	"sys1_combinerpanel_main_breaker_rating"	"text"			"YES"		682
"project_system_details"	"sys1_sms_make"	"text"			"YES"		683
"project_system_details"	"sys1_sms_model"	"text"			"YES"		684
"project_system_details"	"sys1_sms_id"	"uuid"			"YES"		685
"project_system_details"	"sys1_sms_breaker_rating"	"text"			"YES"		686
"project_system_details"	"sys1_sms_backup_load_sub_panel_breaker_rating"	"text"			"YES"		687
"project_system_details"	"sys1_sms_pv_breaker_rating_override"	"text"			"YES"		688
"project_system_details"	"sys1_sms_ess_breaker_rating_override"	"text"			"YES"		689
"project_system_details"	"sys1_sms_tie_in_breaker_rating_override"	"text"			"YES"		690
"project_system_details"	"sys1_sms_rsd_enabled"	"boolean"			"YES"		691
"project_system_details"	"sys1_battery_configuration"	"text"			"YES"		692
"project_system_details"	"sys1_combinerpanel_existing"	"boolean"			"YES"		693
"project_system_details"	"sys1_sms_existing"	"boolean"			"YES"		694
"project_system_details"	"el_mpa_derated"	"boolean"			"YES"		695
"project_system_details"	"el_spb_derated"	"boolean"			"YES"		696
"project_system_details"	"el_spc_existing"	"boolean"			"YES"		697
"project_system_details"	"el_spc_bus_rating"	"integer"		32	"YES"		698
"project_system_details"	"el_spc_main_breaker_rating"	"integer"		32	"YES"		699
"project_system_details"	"el_spc_feeder_location"	"text"			"YES"		700
"project_system_details"	"el_spc_upstream_breaker_rating"	"integer"		32	"YES"		701
"project_system_details"	"el_spc_upstream_breaker_location"	"text"			"YES"		702
"project_system_details"	"el_spd_existing"	"boolean"			"YES"		703
"project_system_details"	"el_spd_bus_rating"	"integer"		32	"YES"		704
"project_system_details"	"el_spd_main_breaker_rating"	"integer"		32	"YES"		705
"project_system_details"	"el_spd_feeder_location"	"text"			"YES"		706
"project_system_details"	"el_spd_upstream_breaker_rating"	"integer"		32	"YES"		707
"project_system_details"	"el_spd_upstream_breaker_location"	"text"			"YES"		708
"project_system_details"	"el_poi_breaker_rating"	"integer"		32	"YES"		709
"project_system_details"	"el_poi_disconnect_rating"	"integer"		32	"YES"		710
"project_system_details"	"st_roof_a_area_sqft"	"integer"		32	"YES"		711
"project_system_details"	"st_roof_b_area_sqft"	"integer"		32	"YES"		712
"project_system_details"	"st_roof_a_framing_type"	"text"			"YES"		713
"project_system_details"	"st_roof_b_framing_type"	"text"			"YES"		714
"project_system_details"	"st_mp1_arrayqty_1"	"integer"		32	"YES"		715
"project_system_details"	"st_mp1_arrayqty_2"	"integer"		32	"YES"		716
"project_system_details"	"st_mp1_arrayqty_3"	"integer"		32	"YES"		717
"project_system_details"	"st_mp1_arrayqty_4"	"integer"		32	"YES"		718
"project_system_details"	"st_mp1_arrayqty_5"	"integer"		32	"YES"		719
"project_system_details"	"st_mp1_arrayqty_6"	"integer"		32	"YES"		720
"project_system_details"	"st_mp1_arrayqty_7"	"integer"		32	"YES"		721
"project_system_details"	"st_mp1_arrayqty_8"	"integer"		32	"YES"		722
"project_system_details"	"st_mp2_arrayqty_1"	"integer"		32	"YES"		723
"project_system_details"	"st_mp2_arrayqty_2"	"integer"		32	"YES"		724
"project_system_details"	"st_mp2_arrayqty_3"	"integer"		32	"YES"		725
"project_system_details"	"st_mp2_arrayqty_4"	"integer"		32	"YES"		726
"project_system_details"	"st_mp2_arrayqty_5"	"integer"		32	"YES"		727
"project_system_details"	"st_mp2_arrayqty_6"	"integer"		32	"YES"		728
"project_system_details"	"st_mp2_arrayqty_7"	"integer"		32	"YES"		729
"project_system_details"	"st_mp2_arrayqty_8"	"integer"		32	"YES"		730
"project_system_details"	"st_mp3_arrayqty_1"	"integer"		32	"YES"		731
"project_system_details"	"st_mp3_arrayqty_2"	"integer"		32	"YES"		732
"project_system_details"	"st_mp3_arrayqty_3"	"integer"		32	"YES"		733
"project_system_details"	"st_mp3_arrayqty_4"	"integer"		32	"YES"		734
"project_system_details"	"st_mp3_arrayqty_5"	"integer"		32	"YES"		735
"project_system_details"	"st_mp3_arrayqty_6"	"integer"		32	"YES"		736
"project_system_details"	"st_mp3_arrayqty_7"	"integer"		32	"YES"		737
"project_system_details"	"st_mp3_arrayqty_8"	"integer"		32	"YES"		738
"project_system_details"	"st_mp4_arrayqty_1"	"integer"		32	"YES"		739
"project_system_details"	"st_mp4_arrayqty_2"	"integer"		32	"YES"		740
"project_system_details"	"st_mp4_arrayqty_3"	"integer"		32	"YES"		741
"project_system_details"	"st_mp4_arrayqty_4"	"integer"		32	"YES"		742
"project_system_details"	"st_mp4_arrayqty_5"	"integer"		32	"YES"		743
"project_system_details"	"st_mp4_arrayqty_6"	"integer"		32	"YES"		744
"project_system_details"	"st_mp4_arrayqty_7"	"integer"		32	"YES"		745
"project_system_details"	"st_mp4_arrayqty_8"	"integer"		32	"YES"		746
"project_system_details"	"st_mp5_arrayqty_1"	"integer"		32	"YES"		747
"project_system_details"	"st_mp5_arrayqty_2"	"integer"		32	"YES"		748
"project_system_details"	"st_mp5_arrayqty_3"	"integer"		32	"YES"		749
"project_system_details"	"st_mp5_arrayqty_4"	"integer"		32	"YES"		750
"project_system_details"	"st_mp5_arrayqty_5"	"integer"		32	"YES"		751
"project_system_details"	"st_mp5_arrayqty_6"	"integer"		32	"YES"		752
"project_system_details"	"st_mp5_arrayqty_7"	"integer"		32	"YES"		753
"project_system_details"	"st_mp5_arrayqty_8"	"integer"		32	"YES"		754
"project_system_details"	"st_mp6_arrayqty_1"	"integer"		32	"YES"		755
"project_system_details"	"st_mp6_arrayqty_2"	"integer"		32	"YES"		756
"project_system_details"	"st_mp6_arrayqty_3"	"integer"		32	"YES"		757
"project_system_details"	"st_mp6_arrayqty_4"	"integer"		32	"YES"		758
"project_system_details"	"st_mp6_arrayqty_5"	"integer"		32	"YES"		759
"project_system_details"	"st_mp6_arrayqty_6"	"integer"		32	"YES"		760
"project_system_details"	"st_mp6_arrayqty_7"	"integer"		32	"YES"		761
"project_system_details"	"st_mp6_arrayqty_8"	"integer"		32	"YES"		762
"project_system_details"	"st_mp7_arrayqty_1"	"integer"		32	"YES"		763
"project_system_details"	"st_mp7_arrayqty_2"	"integer"		32	"YES"		764
"project_system_details"	"st_mp7_arrayqty_3"	"integer"		32	"YES"		765
"project_system_details"	"st_mp7_arrayqty_4"	"integer"		32	"YES"		766
"project_system_details"	"st_mp7_arrayqty_5"	"integer"		32	"YES"		767
"project_system_details"	"st_mp7_arrayqty_6"	"integer"		32	"YES"		768
"project_system_details"	"st_mp7_arrayqty_7"	"integer"		32	"YES"		769
"project_system_details"	"st_mp7_arrayqty_8"	"integer"		32	"YES"		770
"project_system_details"	"st_mp8_arrayqty_1"	"integer"		32	"YES"		771
"project_system_details"	"st_mp8_arrayqty_2"	"integer"		32	"YES"		772
"project_system_details"	"st_mp8_arrayqty_3"	"integer"		32	"YES"		773
"project_system_details"	"st_mp8_arrayqty_4"	"integer"		32	"YES"		774
"project_system_details"	"st_mp8_arrayqty_5"	"integer"		32	"YES"		775
"project_system_details"	"st_mp8_arrayqty_6"	"integer"		32	"YES"		776
"project_system_details"	"st_mp8_arrayqty_7"	"integer"		32	"YES"		777
"project_system_details"	"st_mp8_arrayqty_8"	"integer"		32	"YES"		778
"project_system_details"	"st_mp9_arrayqty_1"	"integer"		32	"YES"		779
"project_system_details"	"st_mp9_arrayqty_2"	"integer"		32	"YES"		780
"project_system_details"	"st_mp9_arrayqty_3"	"integer"		32	"YES"		781
"project_system_details"	"st_mp9_arrayqty_4"	"integer"		32	"YES"		782
"project_system_details"	"st_mp9_arrayqty_5"	"integer"		32	"YES"		783
"project_system_details"	"st_mp9_arrayqty_6"	"integer"		32	"YES"		784
"project_system_details"	"st_mp9_arrayqty_7"	"integer"		32	"YES"		785
"project_system_details"	"st_mp9_arrayqty_8"	"integer"		32	"YES"		786
"project_system_details"	"st_mp10_arrayqty_1"	"integer"		32	"YES"		787
"project_system_details"	"st_mp10_arrayqty_2"	"integer"		32	"YES"		788
"project_system_details"	"st_mp10_arrayqty_3"	"integer"		32	"YES"		789
"project_system_details"	"st_mp10_arrayqty_4"	"integer"		32	"YES"		790
"project_system_details"	"st_mp10_arrayqty_5"	"integer"		32	"YES"		791
"project_system_details"	"st_mp10_arrayqty_6"	"integer"		32	"YES"		792
"project_system_details"	"st_mp10_arrayqty_7"	"integer"		32	"YES"		793
"project_system_details"	"st_mp10_arrayqty_8"	"integer"		32	"YES"		794
"project_system_details"	"st_mp1_mode"	"text"			"YES"		795
"project_system_details"	"st_mp2_mode"	"text"			"YES"		796
"project_system_details"	"st_mp3_mode"	"text"			"YES"		797
"project_system_details"	"st_mp4_mode"	"text"			"YES"		798
"project_system_details"	"st_mp5_mode"	"text"			"YES"		799
"project_system_details"	"st_mp6_mode"	"text"			"YES"		800
"project_system_details"	"st_mp7_mode"	"text"			"YES"		801
"project_system_details"	"st_mp8_mode"	"text"			"YES"		802
"project_system_details"	"st_mp9_mode"	"text"			"YES"		803
"project_system_details"	"st_mp10_mode"	"text"			"YES"		804
"project_system_details"	"el_mca_system_back_feed"	"integer"		32	"YES"		805
"project_system_details"	"house_sqft"	"integer"		32	"YES"		806
"project_system_details"	"sys1_tesla_extensions"	"character varying"	10		"YES"		807
