action,confidence,reason,duplicate_id,duplicate_uuid,duplicate_manufacturer,duplicate_model,canonical_id,canonical_uuid,canonical_manufacturer,canonical_model,equipment_type
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19335,68f7a561-f45f-4e37-b0d4-7b6fa46277e2,EcoFasten,Comp Slide,19327,cc0bf306-6cb2-479d-8d0c-72ec500d3228,EcoFasten,Comp Slide,Mounting Hardware
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19493,7aa8b466-c788-4b32-a793-61879e35bba8,EcoFasten,Comp Slide,19327,cc0bf306-6cb2-479d-8d0c-72ec500d3228,EcoFasten,Comp Slide,Mounting Hardware
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19477,52832092-dd1f-43d4-ab74-7970135cc7e4,SnapNRack,Universal Tile Hook,19405,8aee32fe-c05e-4006-8a31-827c74c60d9d,SnapNRack,Universal Tile Hook,Mounting Hardware
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19554,5524e3a1-e231-456a-824c-44b597c1e0f2,Milbank,U4518-XL-W,19240,9ee2d422-49a1-44a8-b290-25dac9c2a45a,MILBANK,U4518-XL-W,PV Meter
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),18942,98a5932b-2bdb-44d7-bf10-16e8f620b298,Unirac,Standard,473,9054ef7f-b80a-4faf-905e-c9c393e8049e,Unirac,Standard,Rail
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19370,7574d077-e0a2-4b09-800f-10b81764985e,Unirac,Standard,473,9054ef7f-b80a-4faf-905e-c9c393e8049e,Unirac,Standard,Rail
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19371,05d7be56-db27-4201-b549-f7151acc7c17,Unirac,Standard,473,9054ef7f-b80a-4faf-905e-c9c393e8049e,Unirac,Standard,Rail
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19065,b7713528-938d-4641-ab07-f53c474538d1,K2,4000685 CrossRail 48-XL,19064,6f667528-3bc6-46fc-87c2-90ccb92ce295,K2,4000685 CrossRail 48-XL,Rail
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19067,80f0bb32-ab02-48e8-82c5-90c55eb0167a,K2,4000272 CrossRail 48-XL,19066,4c17492f-caf1-4983-8733-d86a888bd607,K2,4000272 CrossRail 48-XL,Rail
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19069,eae95fcf-613b-48f4-9799-a72b171bcba1,K2,4000708 CrossRail 80,19068,62aa6ece-bff2-4af7-9e2f-1816acf90ce5,K2,4000708 CrossRail 80,Rail
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19491,932b206e-fa97-4e81-b8b6-9c9155968660,EcoFasten,Rockit,19334,c37fd56a-f533-4421-8677-46e7bfe08937,EcoFasten,Rockit,Rail
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19281,6156b33c-4cef-47b2-8c94-067f02709169,SolarEdge,Backup Interface,18936,23f382c9-b66e-4934-97d6-dd2f2223523c,SolarEdge,Backup Interface,SMS
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19471,0572a9c9-f73d-4f5c-bb6a-b170502487a2,SolarEdge,Backup Interface,18936,23f382c9-b66e-4934-97d6-dd2f2223523c,SolarEdge,Backup Interface,SMS
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19388,ed718177-6ad3-413f-bf39-5be0ac0a896f,Enphase,Enpower,18937,8e6c2e0a-64b9-4168-99ee-80550aebda0f,Enphase,Enpower,SMS
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19389,1d05cc2c-1d29-4d20-a582-6da843050b8f,Enphase,IQ System Controller,18938,de9777ca-b117-43f3-8c87-3e58e138cb61,Enphase,IQ System Controller,SMS
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19203,855cff7a-5fbf-4c5d-9130-9e672c08c544,Enphase,IQ System Controller 2,18939,d9014142-b0d5-4e97-9818-1cf8ffda60dd,Enphase,IQ System Controller 2,SMS
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19390,c9d76b58-5b15-4f9a-a8b9-eaf3d836d113,Enphase,IQ System Controller 2,18939,d9014142-b0d5-4e97-9818-1cf8ffda60dd,Enphase,IQ System Controller 2,SMS
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),18959,6803ed2a-0f4a-4814-9069-a4d1289ef739,Tesla,Backup Gateway 2,18958,9948fcc0-a227-43b7-a5a7-7d3228142495,Tesla,Backup Gateway 2,SMS
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),18961,9394a438-5e51-4d2b-9bfd-c168ddc0af60,Tesla,Backup Switch,18960,e75a301f-a120-4945-9204-79a2ee9b60f0,Tesla,Backup Switch,SMS
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19387,3162c5ef-78b3-45bf-a7b5-91ca08514fd1,Enphase,System Controller 2,19378,bfce0171-5d63-4f35-981c-c0e30374ea7d,Enphase,System Controller 2,SMS
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19475,b87aa0f4-07df-45c2-9fab-ad148a206cab,Aptos Solar,DNA-120-BF10-440W,1035,ca3138ac-7f90-4d3b-bedd-e68a003583bc,Aptos Solar,DNA-120-BF10-440W,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19466,3b5d6b53-6e2e-44c4-8aa5-c05e3ebfd37b,Aptos Solar,DNA-120-MF10-440W,1046,d3cd7b4e-220f-4139-bcdb-b767da7baa62,Aptos Solar,DNA-120-MF10-440W,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19424,e3a392fc-67cf-43ef-a009-7df3f9b1228f,Aptos Solar,DNA-120-MF23-325W [Blk],1050,f0f48465-145a-4223-b882-dd584605a8c1,Aptos Solar,DNA-120-MF23-325W [Blk],Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19369,7dc5eec4-6a3d-4d50-be51-1c44279ec1b8,Aptos Solar,DNA-120-MF26-370W,1061,7d8bd5a9-3eed-4e52-856f-07acc0532d52,Aptos Solar,DNA-120-MF26-370W,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19329,fe86d8b3-61ba-4675-a8f7-09ee3cc3dd74,Aptos Solar,DNA-120-MF26-365W,1064,370d0b55-61e1-48cc-befa-77f0455351df,Aptos Solar,DNA-120-MF26-365W,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19330,91abc9a2-589b-4d47-90b2-19988f82107c,Aptos Solar,DNA-120-MF26-365W,1064,370d0b55-61e1-48cc-befa-77f0455351df,Aptos Solar,DNA-120-MF26-365W,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19306,d34c2f6e-d603-4166-ab8a-9a7464f62580,Aptos Solar,DNA-144-BF26-440W,1070,1ed0e9e5-e03d-47c1-96bd-6052eaccf5e3,Aptos Solar,DNA-144-BF26-440W,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19365,3fa5ff33-f4bf-4624-80db-54fb0605d18a,Aptos Solar,DNA-144-MF26-440W [Blk],1092,c010de78-a684-464a-aaaf-3882d06e675a,Aptos Solar,DNA-144-MF26-440W [Blk],Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19381,5facdc9a-fcc7-4ec2-9f68-80526b01ff33,AXITEC,AC-385MH/144S,1810,fdbffb94-ccd8-434d-8edd-f49301d82932,AXITEC,AC-385MH/144S,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19432,331a0410-e186-4f95-b106-f22b2b2b188f,Bluesun Solar,BSM415M10-54HPH,1898,ad42a348-b2c6-425e-b6a2-8b0477f5778b,Bluesun Solar,BSM415M10-54HPH,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19462,79712f3d-69d9-404c-8838-16e17db32e1e,Boviet Solar,BVM6610M-370S-H-HC-BF,1948,b17d4dbd-cb57-4a77-b0d6-ca29f3c4e450,Boviet Solar,BVM6610M-370S-H-HC-BF,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19076,b148f24b-f6f9-431d-9a29-04f756b0a3d5,Caterpillar,PVC435MB03H,2205,e917d834-ca53-4500-aba3-9209d635464b,Caterpillar,PVC435MB03H,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19463,39f2bf6b-4456-48b3-91cb-92f47665c288,CertainTeed,CT440HC11-06,2589,f383c5a3-09b3-4534-b9cb-f5e88dae0082,CertainTeed,CT440HC11-06,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19412,8f1e844b-2f6b-43ca-b8e4-a1e9acb15094,CSI Solar,CS1Y-390MS,2705,237c1ffb-f3cd-46a7-b782-9ef40e13891a,CSI Solar,CS1Y-390MS,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19355,9e8f83bb-15ee-4159-b0af-57ab9524b11e,CSI Solar,CS1Y-380MS,2707,9ad31515-62e2-45eb-bbdd-4fab6095869d,CSI Solar,CS1Y-380MS,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19372,629707ba-cceb-4e14-a2de-54b3afc1cb48,CSI Solar,CS3N-390MS [Blk],2757,cd459322-a4ae-4afa-8d3c-b49d81a479b9,CSI Solar,CS3N-390MS [Blk],Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19105,18baf9de-060e-4622-b692-89b76ec3726c,CSI Solar,CS3N-395MS [Blk],2759,2a551e40-adf8-4db0-9c88-6fbe282349e6,CSI Solar,CS3N-395MS [Blk],Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19299,4fc21cb2-3a62-4814-a2dd-ebd971d8dd49,CSI Solar,CS3N-400MS [Blk],2762,b499f98f-b414-41f3-b3e9-03cddbfcd5c5,CSI Solar,CS3N-400MS [Blk],Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19427,4ccef920-2128-4523-82dc-416fd2362afe,CSI Solar,CS3U-360P,2803,148ef9df-9a34-4b93-97ab-71cefa6af53a,CSI Solar,CS3U-360P,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19286,4222c766-0c65-4cb4-8dfd-48bd062a1532,CSI Solar,CS3W-440MB-AG,2866,23177054-c956-458f-b5b8-ab210f23ee8b,CSI Solar,CS3W-440MB-AG,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19460,976c3ce3-f733-4db7-b0de-57cb7af93d3d,CSI Solar,CS6P-265P,2966,dd26c241-951e-457d-a537-cd1d71e428b3,CSI Solar,CS6P-265P,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),18963,76147ed4-d131-44ee-b51a-2c6e7d65af96,CSI Solar,CS6R-395MS-HL [Blk],2998,42b8586c-04a1-4a86-a1df-3639aaa6ab9c,CSI Solar,CS6R-395MS-HL [Blk],Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),18943,7b657a09-1c20-4177-8a7b-8c55d473cd2d,CSI Solar,CS6R-400MS-HL [Blk],2999,5970968f-c0dd-4920-bd27-9d29bc404a11,CSI Solar,CS6R-400MS-HL [Blk],Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19219,8ed2cb87-ecb8-4476-ac32-4349ed530ebe,CSI Solar,CS6R-400MS-HL [Blk],2999,5970968f-c0dd-4920-bd27-9d29bc404a11,CSI Solar,CS6R-400MS-HL [Blk],Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),18964,f685dbd1-c102-400f-96c8-3b4b0ec90e8b,CSI Solar,CS6R-395MS-HL [Wht],3000,500cda5d-2970-4279-bfd5-132751a9ce6c,CSI Solar,CS6R-395MS-HL [Wht],Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19416,7e54b3bb-ee82-417d-aedb-cb544e914558,ET Solar,ET-M6725370WW,3459,36a0b7b1-0569-4b4d-bcd4-7cd15e784d4c,ET Solar,ET-M6725370WW,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19415,9301c59b-fa43-4801-ad63-47255de7b7cb,ET Solar,ET-M672BH450TW,3479,2b2b5893-59d7-4f3b-9018-a0452afde68b,ET Solar,ET-M672BH450TW,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19075,b6393e74-ec8c-4e52-b7b9-7d3f72ad4e8d,Gintung Energy,ASEC-130G6M,3992,bff8632a-f5a4-4b92-8b66-5f3b04546b54,Gintung Energy,ASEC-130G6M,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19293,364e2098-1bb0-4e1d-900d-282a9c75ba56,Hanwha Q CELLS,Q.PEAK BLK-G4.1 300,4623,c97604c1-3298-4544-b7a7-0408f3d3da6b,Hanwha Q CELLS,Q.PEAK BLK-G4.1 300,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19111,99bdbe43-71b0-45f6-b027-0dd6b9c78d4e,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10 400,4640,6e74aae4-ff2f-4c6b-9f4b-3d10bd5b0a01,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10 400,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19218,1fee0e73-b856-4b95-9742-76bd2b83215f,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10 400,4640,6e74aae4-ff2f-4c6b-9f4b-3d10bd5b0a01,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10 400,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),18967,92a34b10-3f92-46fd-9ed3-85c9c917d403,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10.a 400,4641,5081d5bf-dc7f-4dd4-9c54-be9a281c61c4,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10.a 400,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19283,5b8b60d9-fb6a-4e6d-9afe-5139f4cc495a,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 405,4668,6f3a37ea-fcd3-4fab-9f40-a497cc434267,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 405,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19027,a861f236-63c2-4ce7-845c-64142a13be1f,Hanwha Q CELLS,Q.PEAK DUO BLK-G10+ 365,4698,1c338091-d38a-4adf-bc79-04a033062f2b,Hanwha Q CELLS,Q.PEAK DUO BLK-G10+ 365,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19028,c1e8e005-59f3-4a1b-a039-4430362ba357,Hanwha Q CELLS,Q.PEAK DUO BLK-G10+ 365,4698,1c338091-d38a-4adf-bc79-04a033062f2b,Hanwha Q CELLS,Q.PEAK DUO BLK-G10+ 365,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19307,c66c278b-d0fd-428e-a998-addd583215f3,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 350,4726,9a9b6bb6-6acc-474d-b48e-b59bfd8b4a4d,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 350,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19437,db8d0ddc-7d70-47f0-ad07-7a6232ea1f5f,Hanwha Q CELLS,Q.PEAK DUO BLK-G8+ 340,4752,1bfb4e10-aaea-4275-9587-16e9b96e71d4,Hanwha Q CELLS,Q.PEAK DUO BLK-G8+ 340,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19209,de6298a5-e6f4-47f3-bcc1-d54014b0b97a,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 400,4763,3085a331-4357-421a-b8d9-112844e7c97c,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 400,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19300,59855cd4-3df0-4801-bf4f-5f4f45488463,Hanwha Q CELLS,Q.PEAK DUO XL-G10.3/BFG 485,4938,f452f9df-3839-486f-949c-24dae9d022e2,Hanwha Q CELLS,Q.PEAK DUO XL-G10.3/BFG 485,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19336,629c4f17-2977-487b-ba9a-704c5c11869f,Hanwha Q CELLS,Q.PEAK DUO-G5 310,5024,29d976e8-5f16-4980-9a03-7f9f3539104e,Hanwha Q CELLS,Q.PEAK DUO-G5 310,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19485,b3fdf453-1b45-416d-9e5c-be0141f66cbc,Hanwha Q CELLS,Q.PLUS BFR-G4.1 285,5101,8ecc8ed3-1408-4808-89c0-825f24ddf8f4,Hanwha Q CELLS,Q.PLUS BFR-G4.1 285,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19298,6682059a-5e56-4d79-be00-08ca92afaeeb,Hanwha Q CELLS,Q.PRO G4.1/SC 265,5163,91faf0db-b62e-4be0-b1cb-60309cc5029f,Hanwha Q CELLS,Q.PRO G4.1/SC 265,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19473,567d39e2-579a-478f-8ae0-b4f78cd0a4a1,Hanwha Q CELLS,Q.PRO-G3 250,5189,9791a066-cdbd-4e4a-9390-0c03d6245744,Hanwha Q CELLS,Q.PRO-G3 250,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19305,10a40d63-f2f7-4df6-bd43-9d0eb564953e,Hanwha SolarOne,HSL60P6-PC-3-260W,5922,8e8499a6-7ee6-43fa-99aa-5d570887f1d2,Hanwha SolarOne,HSL60P6-PC-3-260W,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19296,90e29c30-820f-47a4-ad91-6cd38f3d2836,Hyperion Solar,HY-DH108P8-400,6535,bcfe121e-2f60-4e28-b454-a7169f2be6fd,Hyperion Solar,HY-DH108P8-400,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19079,fdb1049c-9c7c-4933-87f6-6c9c1e327a25,Hyundai,HiA-S365XG(BK),6667,5825da83-f265-40ef-ae00-957d124bd9cf,Hyundai,HiA-S365XG(BK),Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19484,08c697f0-1720-4e8e-aa40-4463847ed177,Hyundai,HiD-S300RG(BK),6698,58d19570-6fa4-49c4-91c8-bd5b4970f5c6,Hyundai,HiD-S300RG(BK),Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19311,a3c537dc-da17-49c3-bbfa-d79274fb33af,Hyundai,HiN-S365XG(BK),6733,2d8ecbda-c3d0-4da5-b117-0a281fe7145a,Hyundai,HiN-S365XG(BK),Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19426,90181fe7-0545-4e56-8025-45963c730a55,Hyundai,HiS-M250RG,6826,ce2f91b5-4150-4217-8504-b7b0a195460e,Hyundai,HiS-M250RG,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19419,105ff4c1-8586-4aea-8f4a-8b2d1dc31a46,JA Solar,JAM54S31-400/MR,7121,40a934fc-53c0-4f5f-a2ea-f31bbdd153f5,JA Solar,JAM54S31-400/MR,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19422,e37cec18-145a-4728-8e33-11748935d087,JA Solar,JAM54S31-395/MR,7124,8b6effbe-7e90-48a6-9ab3-aee9c6b3260c,JA Solar,JAM54S31-395/MR,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19443,6fbef94b-ea66-4ae9-8c26-664a114eaa80,Jinko Solar,JKM280M-60B,7569,97328615-e8ca-46af-930f-ae08e8460e61,Jinko Solar,JKM280M-60B,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19430,c52516b1-ab35-4c8b-b836-53ce26a6bd09,Jinko Solar,JKM295M-60B,7630,fe4082f8-c189-48ce-9532-456fed32fe02,Jinko Solar,JKM295M-60B,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19291,8f35c31e-5739-4440-9b48-d232323fb9e5,Jinko Solar,JKM315M-60HBL,7726,4ecd6bc4-1525-4dd3-966a-620e6cc3be3f,Jinko Solar,JKM315M-60HBL,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19459,9e3017a1-a3d8-4564-9a38-8a6cf10bd53b,Jinko Solar,JKM375M-6RL3-B,8016,b11eb364-78b9-467b-a9c0-3b7009754431,Jinko Solar,JKM375M-6RL3-B,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19205,11303a63-136e-4aaf-9e35-5a9da1b99caa,Jinko Solar,JKM375M-72BL,8017,67867ecd-8948-4803-b366-e93afc2f6f54,Jinko Solar,JKM375M-72BL,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19487,542ed61c-7029-4584-9562-d6f4fa98b81f,LG Electronics,LG300N1K-G4,9117,d86d0022-1d14-47ed-bb17-928b3f4c03ef,LG Electronics,LG300N1K-G4,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19294,50d8689b-b29f-4088-ba9d-cf08b4ea1450,LG Electronics,LG315N1C-G4,9160,b7dfa525-4327-442b-b604-86ced6f535a6,LG Electronics,LG315N1C-G4,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19423,0a8bd201-7f4f-494e-9be5-f950a558bf90,LG Electronics,LG335N1C-V5,9247,a42aa298-6fbe-40c6-a42a-40e87efbd52b,LG Electronics,LG335N1C-V5,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19375,843b80c6-d1da-46c8-982f-ee77da5f766d,LG Electronics,LG350N1C-V5,9308,82c83798-e592-4d22-873b-e4509befe6f9,LG Electronics,LG350N1C-V5,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19072,872b1ad9-f381-4435-a9da-e7d014a29052,LONGi,LR4-60HBD-360M,9686,980a38f3-b74c-458a-8c8c-0ba29100a03c,LONGi,LR4-60HBD-360M,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19489,55e654b5-9f18-4364-b98d-2c398bce18b3,LONGi,LR4-60HPB-350M,9698,d2e2dd2d-84a9-45bc-9bbc-548136b6d9c8,LONGi,LR4-60HPB-350M,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19021,67b76d05-06c2-402d-bcce-63bd00b29a2f,LONGi,LR4-60HPB-360M,9704,388301eb-9607-4952-8bcf-545da7543619,LONGi,LR4-60HPB-360M,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19022,1a7316a4-39d5-4e37-ad7b-a1a2c1af8c7b,LONGi,LR4-60HPB-360M,9704,388301eb-9607-4952-8bcf-545da7543619,LONGi,LR4-60HPB-360M,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19440,f8587302-4d82-4e69-8cad-2cfce0ea6b87,LONGi,LR6-78HBD-400M,9911,ff6e3e56-ebbf-4d21-b55a-0815ea0103a8,LONGi,LR6-78HBD-400M,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19023,22fe4bf6-152b-4823-8648-0f7d9bad907a,Mission Solar,MSE395SX9R,10234,fce645a9-95cd-4157-809c-66eb4c608637,Mission Solar,MSE395SX9R,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19024,1faeb89d-92ac-4ab8-820f-da6887e4329e,Mission Solar,MSE395SX9R,10234,fce645a9-95cd-4157-809c-66eb4c608637,Mission Solar,MSE395SX9R,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19418,ba7747e5-1e27-4cd4-b02f-711fde42d206,Mission Solar,TXI10-400108BB,10268,971331b8-5acc-4f36-a391-314cd267fec4,Mission Solar,TXI10-400108BB,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),18941,429672a6-b16b-4b6b-a1c2-ba5e70824f48,Panasonic,EVPV360PK,10634,9ae41100-4e28-498a-b2c8-3601d67b70bb,Panasonic,EVPV360PK,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19417,2696c33e-95f6-474c-bb61-7964a3f8d507,Phono Solar,PS370M4-20/UHB,11006,b36fba88-42da-4a34-9aa0-8c3cfce72b0d,Phono Solar,PS370M4-20/UHB,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19328,3d081f33-1e5b-4527-87f1-564a49cee762,Phono Solar,PS400M6H-18/VHB,11048,1dd41c90-0002-4f42-8ac0-91f6bf3ffb78,Phono Solar,PS400M6H-18/VHB,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19331,a4d04bf6-3c98-48e5-b4a0-f85f1fee35c6,Phono Solar,PS400M6H-18/VHB,11048,1dd41c90-0002-4f42-8ac0-91f6bf3ffb78,Phono Solar,PS400M6H-18/VHB,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19438,b3807301-29f0-4be9-91db-4b6829653b19,REC Solar,REC245PE-US,11353,73b567b3-b702-43eb-b3f8-a0174a41810c,REC Solar,REC245PE-US,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19383,b3c0913d-6f18-4de9-8179-47a2aaa14f0e,REC Solar,REC260PE Z-LINK,11384,2f6b6cd6-5247-42bc-9b6d-ef3acd227548,REC Solar,REC260PE Z-LINK,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19373,ccadbb66-3842-4859-b675-fb2f79e0c6e4,REC Solar,REC275TP2 BLK,11412,3ea1ff8b-2f55-48f8-a647-01bffecaf334,REC Solar,REC275TP2 BLK,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19382,ed50ed08-98a9-4ae0-a70f-3b209cdbaf64,REC Solar,REC290TP2 BLK,11435,bdec3eff-6158-4e9f-a05c-40cc708c9cf7,REC Solar,REC290TP2 BLK,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19446,4ecb2fbc-1c94-4714-a739-9195bcfde1b6,REC Solar,REC360NP2,11559,f9e8a299-15e2-4101-8ed2-ee586edaf271,REC Solar,REC360NP2,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19090,06407519-5b9c-48a3-a7f1-c53a033c819e,REC Solar,REC400AA Pure,11665,1e489d53-a5e8-4487-9e94-65459da4af74,REC Solar,REC400AA Pure,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19309,e2300de6-07a8-452c-93aa-c38a0ac336fc,REC Solar,REC410AA Pure,11684,bfd1aa73-b531-4dbc-8c4f-af3b208abd59,REC Solar,REC410AA Pure,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19080,70035962-1525-47d5-bf6c-dfb231922229,SEG Solar,SEG-400-BMD-HV,12220,758908d2-b6fa-4d38-90fb-747fc68eca82,SEG Solar,SEG-400-BMD-HV,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19025,ec6efe31-528d-49dc-974d-53fe85bd869d,Silfab,SIL-370HC,13131,47fbe98a-6899-4243-a7cb-b604b9797ccc,Silfab,SIL-370HC,Solar Panel
DELETE,100.0,Exact duplicate (identical normalized manufacturer + model),19026,0d446a06-b59b-4dd4-aeba-197870791c59,Silfab,SIL-370HC,13131,47fbe98a-6899-4243-a7cb-b604b9797ccc,Silfab,SIL-370HC,Solar Panel
